CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.02;Estoques;1190943.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.02;Estoques;-1765249.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.03;Caixa restrito;768635.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.03;Caixa restrito;639680.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.04;Instrumentos financeiros derivativos;-416959.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.04;Instrumentos financeiros derivativos;-2872717.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.05;Depósitos judiciais;13440.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.05;Depósitos judiciais;21741.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.06;Fornecedores e adiantamentos a fornecedores;742855.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.06;Fornecedores e adiantamentos a fornecedores;-1153343.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.07;Tributos a recuperar e a pagar;57145.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.07;Tributos a recuperar e a pagar;-103906.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.08;Partes relacionadas;652666.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.08;Partes relacionadas;313965.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.09;Ordenados e salários a pagar;124081.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.09;Ordenados e salários a pagar;63243.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.10;Pagamento de demandas judiciais;-114965.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.10;Pagamento de demandas judiciais;-227432.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.11;Outros ativos e passivos, líquidos;98768.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.11;Outros ativos e passivos, líquidos;-1043.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.12;Pagamento de imposto sobre a renda e contribuição social sobre o lucro líquido;-332249.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.12;Pagamento de imposto sobre a renda e contribuição social sobre o lucro líquido;-276952.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.13;Adiantamento a clientes;2115151.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.13;Adiantamento a clientes;7685570.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.02.14;Adiantamento a fornecedores;255100.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.02.14;Adiantamento a fornecedores;-188382.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.03;Outros;0.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.03;Outros;0.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02;Caixa Líquido Atividades de Investimento;-8121883.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02;Caixa Líquido Atividades de Investimento;-15576766.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.01;Aquisições de empresas, líquidas de caixa adquirido;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.01;Aquisições de empresas, líquidas de caixa adquirido;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.02;Caixa recebido na venda de investimento líquido;39651.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.02;Caixa recebido na venda de investimento líquido;36924.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.03;Adições ao investimento;-95094.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.03;Adições ao investimento;-61458.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.04;Aquisição de ativo imobilizado e intangível;-6596847.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.04;Aquisição de ativo imobilizado e intangível;-8154499.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.05;Caixa recebido na alienação de ativo imobilizado;58140.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.05;Caixa recebido na alienação de ativo imobilizado;207998.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.06;Adições aos ativos biológicos;-1569146.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.06;Adições aos ativos biológicos;-1954863.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.07;Caixa obtido em operação de reorganização societária;132395.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.07;Caixa obtido em operação de reorganização societária;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.08;Recebimento de principal de PPEs cedidos - intragrupo;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.08;Recebimento de principal de PPEs cedidos - intragrupo;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.09;Juros recebidos sobre (PPEs) partes relacionadas;107261.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.09;Juros recebidos sobre (PPEs) partes relacionadas;112895.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.10;Dividendos recebidos de controladas e coligadas;7007.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.10;Dividendos recebidos de controladas e coligadas;5218.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.11;Participação em controlada, líquida de caixa adquirido;-5121.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.11;Participação em controlada, líquida de caixa adquirido;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.12;Aquisição de negócios, líquida de caixa adquirido;-36192.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.12;Aquisição de negócios, líquida de caixa adquirido;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.13;Aplicações em títulos e valores mobiliários, líquidas;-163937.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.13;Aplicações em títulos e valores mobiliários, líquidas;-187815.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.02.14;Liberações de PPEs intragrupo;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.02.14;Liberações de PPEs intragrupo;-5581166.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03;Caixa Líquido Atividades de Financiamento;-3475001.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03;Caixa Líquido Atividades de Financiamento;9855152.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.01;Integralização de capital;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.01;Integralização de capital;0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.02;Captações de empréstimos e financiamentos de terceiros, líquidas dos gastos;10514025.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.02;Captações de empréstimos e financiamentos de terceiros, líquidas dos gastos;19647214.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.03;Pagamentos do principal de empréstimos e financiamentos de terceiros;-4368709.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.03;Pagamentos do principal de empréstimos e financiamentos de terceiros;-11156170.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.04;Juros pagos sobre empréstimos e financiamentos de terceiros;-1277746.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.04;Juros pagos sobre empréstimos e financiamentos de terceiros;-2046351.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.05;Resgate de aplicações financeiras vinculadas a financiamentos (caixa restrito);0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.05;Resgate de aplicações financeiras vinculadas a financiamentos (caixa restrito);0.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.06;Pagamentos de dividendos;-10219.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.06;Pagamentos de dividendos;-1414235.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.07;Gestão de recursos financeiros partes relacionadas, líquidos;-5954828.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.07;Gestão de recursos financeiros partes relacionadas, líquidos;7686921.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.08;Pagamentos de passivo de arrendamento de terceiros;-2095902.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.08;Pagamentos de passivo de arrendamento de terceiros;-2553589.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.03.09;Pagamentos de passivo de arrendamento - partes relacionadas;-281622.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.03.09;Pagamentos de passivo de arrendamento - partes relacionadas;-308638.0000000000;N
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.04;Variação Cambial s/ Caixa e Equivalentes;139712.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.04;Variação Cambial s/ Caixa e Equivalentes;53765.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.05;Aumento (Redução) de Caixa e Equivalentes;579953.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.05;Aumento (Redução) de Caixa e Equivalentes;6016873.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;7305940.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;7885893.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.05.02;Saldo Final de Caixa e Equivalentes;7885893.0000000000;S
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.05.02;Saldo Final de Caixa e Equivalentes;13902766.0000000000;S
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01;Caixa Líquido Atividades Operacionais;149192.0000000000;S
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01;Caixa Líquido Atividades Operacionais;1056554.0000000000;S
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.01;Caixa Gerado nas Operações;1051138.0000000000;S
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.01;Caixa Gerado nas Operações;805471.0000000000;S
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.01.01;Lucro antes do imposto de renda e da contribuição social;223632.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.01.01;Lucro antes do imposto de renda e da contribuição social;-115167.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.01.02;Variação no valor justo do ativo biológico;81400.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.01.02;Variação no valor justo do ativo biológico;13159.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.01.03;Variação do valor justo do produto agrícola;796.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.01.03;Variação do valor justo do produto agrícola;-5.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.01.04;Amortização de tratos (inclui ativo biológico colhido);107257.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;ÚLTIMO;2023-04-01;2024-03-31;6.01.01.04;Amortização de tratos (inclui ativo biológico colhido);181197.0000000000;N
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MIL;PENÚLTIMO;2022-04-01;2023-03-31;6.01.01.05;Provisão para pagamento de aval;1004.0000000000;N
